Staff_Name,Role,Branch_Name,Cal_Year,Cal_Year_Month,Cal_Month_Name,Orders_Processed,Revenue_Handled,Avg_Revenue_Per_Order,Employment_Status
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2020,2020-10,"October",15,500.07,33.34,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2020,2020-11,"November",19,640,33.68,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2020,2020-12,"December",35,1019.85,29.14,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-01,"January",12,437.66,36.47,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-02,"February",12,649.68,54.14,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-03,"March",16,577.31,36.08,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-04,"April",14,647.43,46.25,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-05,"May",11,500.74,45.52,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-06,"June",15,548.23,36.55,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-07,"July",9,332.43,36.94,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-08,"August",15,443.98,29.6,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-09,"September",13,465.75,35.83,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-10,"October",7,533.38,76.2,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-11,"November",5,185.92,37.18,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2021,2021-12,"December",12,477.92,39.83,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-01,"January",13,869.58,66.89,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-02,"February",4,47.65,11.91,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-03,"March",3,50.59,16.86,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-04,"April",6,389.52,64.92,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-05,"May",11,554.81,50.44,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-06,"June",9,299.79,33.31,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-07,"July",7,352.77,50.4,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-08,"August",4,117.98,29.5,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-09,"September",10,318.28,31.83,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-10,"October",12,375.06,31.26,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-11,"November",7,261.28,37.33,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2022,2022-12,"December",11,611.67,55.61,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-01,"January",9,413.02,45.89,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-02,"February",7,218.05,31.15,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-03,"March",5,250.75,50.15,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-04,"April",6,99.37,16.56,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-05,"May",7,233.37,33.34,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-06,"June",6,177.52,29.59,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-07,"July",5,118.53,23.71,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-08,"August",5,233.84,46.77,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-09,"September",9,298.66,33.18,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-10,"October",4,180.94,45.24,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-11,"November",11,411.36,37.4,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2023,2023-12,"December",15,585.87,39.06,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-01,"January",4,243.37,60.84,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-02,"February",7,252.58,36.08,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-03,"March",5,147.37,29.47,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-04,"April",6,167.57,27.93,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-05,"May",9,389.09,43.23,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-06,"June",6,165.97,27.66,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-07,"July",4,79.57,19.89,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-08,"August",6,214.06,35.68,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-09,"September",8,441.33,55.17,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-10,"October",5,118.59,23.72,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-11,"November",9,223.3,24.81,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2024,2024-12,"December",8,487,60.88,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-01,"January",13,394.52,30.35,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-02,"February",9,298.63,33.18,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-03,"March",6,201.6,33.6,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-04,"April",6,185.31,30.89,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-05,"May",5,219.23,43.85,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-06,"June",12,337.88,28.16,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-07,"July",10,245.07,24.51,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-08,"August",5,169.67,33.93,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-09,"September",1,2.43,2.43,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-10,"October",3,97.78,32.59,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-11,"November",9,198.63,22.07,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2025,2025-12,"December",13,314.39,24.18,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2026,2026-01,"January",7,433.45,61.92,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2026,2026-02,"February",7,278.83,39.83,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2026,2026-03,"March",7,446.92,63.85,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2026,2026-04,"April",6,441.34,73.56,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2026,2026-05,"May",8,305.1,38.14,ACTIVE
"Nor Zulkifli","ADMIN","Petaling Jaya 88 Speedmart",2026,2026-06,"June",8,283.19,35.4,ACTIVE
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-01,"January",21,748.48,35.64,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-02,"February",15,632.82,42.19,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-03,"March",8,251.98,31.5,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-04,"April",11,576.84,52.44,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-05,"May",11,535.02,48.64,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-06,"June",11,543.65,49.42,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-07,"July",12,506.26,42.19,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-08,"August",9,254.36,28.26,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-09,"September",12,672.07,56.01,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-10,"October",9,424.85,47.21,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-11,"November",16,591.77,36.99,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2021,2021-12,"December",19,599.93,31.58,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-01,"January",9,295.62,32.85,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-02,"February",9,256.22,28.47,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-03,"March",4,62.33,15.58,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-04,"April",2,42.23,21.12,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-05,"May",9,298.82,33.2,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-06,"June",8,393.68,49.21,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-07,"July",3,165.76,55.25,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-08,"August",6,139.98,23.33,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-09,"September",5,326.82,65.36,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-10,"October",4,290.64,72.66,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-11,"November",12,567.5,47.29,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2022,2022-12,"December",10,369.27,36.93,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-01,"January",7,148.46,21.21,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-02,"February",9,266.84,29.65,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-03,"March",8,421.76,52.72,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-04,"April",9,376.25,41.81,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-05,"May",6,122.13,20.36,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-06,"June",11,529.99,48.18,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-07,"July",2,83.33,41.67,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-08,"August",5,258.56,51.71,RESIGNED
"Nur Ali","MANAGER","Klang 88 Speedmart",2023,2023-09,"September",5,136.98,27.4,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-04,"April",9,347.01,38.56,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-05,"May",18,498.96,27.72,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-06,"June",18,811.29,45.07,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-07,"July",6,510.5,85.08,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-08,"August",9,337.05,37.45,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-09,"September",6,143.33,23.89,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-10,"October",11,603.66,54.88,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-11,"November",10,475.38,47.54,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2021,2021-12,"December",17,869.89,51.17,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-01,"January",7,157.52,22.5,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-02,"February",8,305.26,38.16,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-03,"March",3,127.29,42.43,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-04,"April",8,257.64,32.21,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-05,"May",9,245.87,27.32,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-06,"June",9,271.71,30.19,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-07,"July",6,218.43,36.41,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-08,"August",4,354.8,88.7,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-09,"September",6,160.98,26.83,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-10,"October",10,452.38,45.24,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-11,"November",7,148.63,21.23,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2022,2022-12,"December",12,610.14,50.85,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-01,"January",9,402.81,44.76,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-02,"February",3,25.33,8.44,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-03,"March",6,166.86,27.81,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-04,"April",6,218.17,36.36,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-05,"May",3,77.49,25.83,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-06,"June",11,359.29,32.66,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-07,"July",6,375.64,62.61,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-08,"August",6,124.47,20.75,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-09,"September",8,257.15,32.14,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-10,"October",5,119.57,23.91,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-11,"November",12,336.44,28.04,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2023,2023-12,"December",12,665.39,55.45,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-01,"January",4,125.89,31.47,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-02,"February",7,404.92,57.85,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-03,"March",8,274.97,34.37,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-04,"April",5,120.86,24.17,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-05,"May",8,216.86,27.11,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-06,"June",7,159.69,22.81,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-07,"July",8,141.55,17.69,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-08,"August",7,343.33,49.05,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-09,"September",9,437.72,48.64,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-10,"October",5,175.73,35.15,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-11,"November",11,477.32,43.39,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2024,2024-12,"December",19,1038.23,54.64,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2025,2025-01,"January",10,518.46,51.85,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2025,2025-02,"February",7,257.26,36.75,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2025,2025-03,"March",5,185.81,37.16,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2025,2025-04,"April",3,130.36,43.45,RESIGNED
"Nur Salleh","CASHIER","Johor Bahru 88 Speedmart",2025,2025-05,"May",8,453.91,56.74,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-01,"January",11,387.22,35.2,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-02,"February",7,270.58,38.65,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-03,"March",10,503.74,50.37,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-04,"April",4,284.73,71.18,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-05,"May",5,139.83,27.97,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-06,"June",12,504.34,42.03,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-07,"July",2,39.58,19.79,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-08,"August",12,491.17,40.93,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-09,"September",13,415.95,32,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-10,"October",11,621.18,56.47,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-11,"November",13,395.52,30.42,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2022,2022-12,"December",13,356.67,27.44,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-01,"January",10,255.39,25.54,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-02,"February",5,110.6,22.12,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-03,"March",3,223.95,74.65,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-04,"April",2,88.03,44.02,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-05,"May",7,262.44,37.49,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-06,"June",7,212.62,30.37,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-07,"July",7,140.58,20.08,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-08,"August",7,250.45,35.78,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-09,"September",3,184.87,61.62,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-10,"October",5,165.5,33.1,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-11,"November",11,282.21,25.66,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2023,2023-12,"December",16,838.89,52.43,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2024,2024-01,"January",4,233.13,58.28,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2024,2024-02,"February",8,256.58,32.07,RESIGNED
"Nur Zulkifli","MANAGER","Seremban 88 Speedmart",2024,2024-03,"March",6,228.87,38.15,RESIGNED
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-04,"April",28,1093.89,39.07,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-05,"May",52,1984.53,38.16,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-06,"June",32,1222.67,38.21,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-07,"July",15,648.81,43.25,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-08,"August",18,548.95,30.5,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-09,"September",15,746.18,49.75,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-10,"October",8,309.6,38.7,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-11,"November",22,1027.16,46.69,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2020,2020-12,"December",23,680.34,29.58,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-01,"January",16,540.05,33.75,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-02,"February",10,403.69,40.37,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-03,"March",11,427.39,38.85,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-04,"April",7,185.97,26.57,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-05,"May",8,209.56,26.2,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-06,"June",16,854.12,53.38,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-07,"July",11,305.79,27.8,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-08,"August",12,278.25,23.19,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-09,"September",9,305.55,33.95,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-10,"October",7,178.87,25.55,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-11,"November",5,297.79,59.56,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2021,2021-12,"December",19,663.64,34.93,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-01,"January",8,193.35,24.17,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-02,"February",11,301.21,27.38,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-03,"March",6,134.15,22.36,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-04,"April",7,287.55,41.08,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-05,"May",7,531.23,75.89,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-06,"June",5,198.38,39.68,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-07,"July",8,289,36.13,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-08,"August",6,248.95,41.49,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-09,"September",4,115.83,28.96,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-10,"October",7,188.57,26.94,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-11,"November",7,241.11,34.44,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2022,2022-12,"December",20,753.6,37.68,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-01,"January",8,368.61,46.08,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-02,"February",7,232.7,33.24,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-03,"March",6,167.56,27.93,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-04,"April",8,180.58,22.57,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-05,"May",5,176.69,35.34,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-06,"June",9,324.4,36.04,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-07,"July",6,202.88,33.81,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-08,"August",6,101.89,16.98,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-09,"September",7,221.78,31.68,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-10,"October",6,454.69,75.78,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-11,"November",9,371,41.22,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2023,2023-12,"December",20,1074.99,53.75,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-01,"January",8,300.65,37.58,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-02,"February",13,346.76,26.67,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-03,"March",6,149.08,24.85,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-04,"April",8,194.04,24.26,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-05,"May",8,182,22.75,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-06,"June",5,343.32,68.66,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-07,"July",7,244.09,34.87,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-08,"August",8,328.49,41.06,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-09,"September",6,190.02,31.67,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-10,"October",4,177.3,44.33,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-11,"November",13,444.27,34.17,ACTIVE
"Rohani Abdullah","MANAGER","Cheras 88 Speedmart",2024,2024-12,"December",16,458.52,28.66,ACTIVE
